"","PERSONID","VARSTRAT","GCDWORK","WKFTPT","HH_RACE","WKFTPT.1","WKRMHM","DRIVER","DTCOST","DTCONJ","R_SEX","R_AGE","HBHUR","WRKCOUNT","HHFAMINC"
"174184","48122678-1",84,5.7474936619,2,1,2,2,1,3,-1,1,67,"TC",1,8
"174208","48129538-2",47,36.410259881,2,1,2,2,1,-1,-1,1,68,"TC",1,8
"174224","48130682-3",84,4.8539307562,2,1,2,2,1,3,-1,2,26,"S",1,9
"174240","48132903-1",5,1.4043571783,2,1,2,2,1,2,-1,2,59,"TC",2,16
"174243","48133209-2",15,4.7368940997,2,1,2,1,1,-1,-1,2,39,"S",2,18
"174248","48133311-1",82,2.5941478782,2,1,2,2,1,3,-1,2,42,"C",1,1
"174261","48136424-1",62,2.7828648619,2,1,2,1,1,-1,3,2,41,"C",2,17
"174283","48140113-1",32,1.7059338416,2,1,2,1,1,-1,-1,2,52,"TC",3,12
"174285","48140113-3",32,1.5167968042,2,1,2,2,1,-1,-1,2,18,"TC",3,12
"174303","48143093-1",23,0.7768347051,2,1,2,2,1,3,-1,1,61,"TC",1,4
"174306","48143927-2",53,0.4800369978,2,1,2,2,1,3,-1,1,80,"C",1,-7
"174310","48144791-3",32,0.7049515013,2,1,2,2,1,-1,-1,1,18,"S",3,18
"174328","48146254-4",26,7.741353402,2,1,2,2,1,-1,-1,2,18,"TC",3,18
"174339","48147699-2",76,1.0582683064,2,1,2,2,1,-1,-1,2,72,"TC",1,7
"174362","48151267-2",54,14.826218622,2,1,2,1,1,-1,3,1,58,"C",1,13
"174385","48154969-2",64,0.370553684,2,5,2,2,1,-1,-1,1,42,"C",2,18
"174413","48159012-2",85,6.8971509521,2,1,2,2,1,-1,-1,2,40,"TC",2,18
"174419","48159683-2",12,22.112078206,2,1,2,2,1,-1,-1,2,34,"TC",2,14
"174434","48161079-1",49,7.1162047341,2,-7,2,2,1,-1,1,2,49,"S",2,18
"174439","48161248-3",19,0.7223897386,2,1,2,2,1,-1,-1,2,18,"TC",2,18
"174446","48161695-1",29,1.8988931317,2,1,2,2,1,-1,-1,2,84,"S",1,6
"174447","48161734-1",21,5.9803805646,2,1,2,2,1,3,-1,2,48,"TC",2,18
"174453","48162535-2",79,10.969989438,2,1,2,2,1,3,-1,2,19,"TC",1,2
"174491","48167558-1",75,1.1399438258,2,1,2,2,1,-1,3,1,67,"C",1,9
"174501","48168443-2",4,13.412374624,2,1,2,2,1,2,-1,2,42,"TC",2,7
"174519","48171911-1",79,4.3671951731,2,2,2,2,1,2,-1,2,70,"C",1,6
"174526","48173689-1",48,23.518045792,2,1,2,1,1,3,-1,2,62,"TC",1,9
"174534","48174426-6",90,1.6545606255,2,1,2,2,1,-1,-1,1,51,"C",2,10
"174566","48181479-1",98,11.001586283,2,1,2,2,1,-1,-1,2,48,"TC",4,10
"174569","48181479-4",98,10.608245739,2,1,2,2,1,-1,-1,1,17,"TC",4,10
"174590","48184779-1",16,8.2131865424,2,1,2,2,1,-1,-1,2,49,"C",2,12
"174595","48185918-1",34,10.524385485,2,1,2,2,1,1,-1,1,86,"TC",1,2
"174598","48186867-1",67,7.7276429428,2,1,2,2,1,-1,2,2,62,"C",2,10
"174610","48188601-1",62,8.5219919474,2,1,2,2,1,-1,3,2,34,"TC",2,17
"174623","48189671-1",79,2.8148894469,2,1,2,2,1,-1,3,2,47,"S",2,18
"174629","48190042-1",28,3.9154853687,2,7,2,2,2,-1,2,2,21,"S",4,17
"174631","48190042-3",28,2.1075862119,2,7,2,2,1,-1,1,2,21,"S",4,17
"174635","48190510-3",32,1.4404114014,2,1,2,2,2,3,-1,2,27,"TC",2,18
"174656","48193061-2",23,17.398725499,2,1,2,2,1,-1,-1,2,56,"S",2,18
"174658","48193333-1",100,2.8857091447,2,1,2,2,1,-1,-1,2,48,"C",3,18
"174660","48193333-3",100,1.2243699782,2,1,2,2,1,-1,-1,2,18,"C",3,18
"174683","48197751-3",35,276.80746945,2,1,2,2,1,-1,-1,1,21,"TC",3,13
"174691","48198422-1",85,2.0502550829,2,2,2,2,1,3,-1,2,45,"C",1,2
"174694","48198794-2",36,1.8303688869,2,3,2,1,1,-1,-1,2,40,"C",2,14
"174730","48205209-1",80,13.458180541,2,1,2,1,1,3,-1,1,41,"TC",1,18
"174737","48207007-1",24,5.3470755181,2,1,2,1,1,-1,-1,2,62,"TC",1,18
"174756","48209373-1",73,9.4075118757,2,1,2,1,1,3,-1,2,49,"S",3,17
"174775","48212458-2",77,5.4871608273,2,1,2,2,1,-1,-1,1,23,"U",1,7
"174780","48213558-1",16,1.4747407651,2,1,2,2,1,-1,-1,2,53,"U",2,9
"174784","48213781-1",51,13.444208362,2,1,2,2,1,2,-1,1,73,"TC",1,17
"174801","48214407-3",3,0.7850676686,2,1,2,2,1,-1,-1,1,18,"TC",3,18
"174839","48219046-1",9,1.6632002808,2,1,2,2,1,3,-1,1,66,"C",1,7
"174846","48220051-1",23,8.6060631072,2,1,2,2,1,-1,-1,1,67,"C",1,17
"174874","48224385-1",63,5.5649620506,2,1,2,2,1,-1,-1,2,60,"TC",2,18
"174899","48225805-3",58,8.3383216331,2,7,2,2,1,2,-1,2,25,"TC",1,2
"174905","48227368-2",75,2.4195679449,2,1,2,2,1,3,-1,2,55,"TC",1,18
"174924","48232009-2",70,4.9641190129,2,1,2,2,1,2,-1,1,76,"TC",1,8
"174926","48232072-2",10,0.9599440519,2,1,2,2,1,-1,-1,1,85,"U",1,6
"174948","48234012-1",23,2.4318483258,2,1,2,2,1,3,-1,1,55,"C",1,4
"174966","48239857-1",50,6.9544904542,2,1,2,2,1,-1,-1,2,38,"C",1,3
"174986","48241195-1",56,1.2949566856,2,1,2,2,1,-1,-1,1,75,"TC",2,8
"175008","48245595-1",57,2.2740832351,2,1,2,2,1,-1,-1,1,60,"TC",1,12
"175046","48251037-3",13,1.5985175054,2,1,2,2,1,-1,-1,1,16,"TC",2,11
"175067","48254131-1",98,3.2225862489,2,1,2,2,1,3,-1,2,63,"TC",1,6
"175074","48255727-1",83,1.910721064,2,1,2,2,1,-1,-1,2,68,"TC",1,3
"175107","48260570-1",32,0.9494591686,2,1,2,2,1,-1,-1,2,50,"TC",2,6
"175116","48261465-1",92,0.914087247,2,1,2,2,1,-1,-1,2,45,"TC",1,2
"175128","48264363-3",14,8.6101851552,2,1,2,2,1,2,-1,2,23,"TC",2,15
"175147","48267010-2",4,3.8972643305,2,1,2,2,1,-1,-1,1,18,"C",1,8
"175153","48267122-1",77,5.956961968,2,1,2,2,1,-1,-1,1,39,"U",1,10
"175168","48269069-3",31,1.2088631349,2,1,2,2,1,-1,-1,2,17,"U",2,18
"175193","48273196-2",21,7.6455872227,2,1,2,2,1,-1,-1,2,41,"U",3,18
"175194","48273196-3",21,0.5407876972,2,1,2,2,1,2,-1,1,17,"U",3,18
"175211","48276937-2",27,3.8843749257,2,1,2,2,1,-1,-1,2,60,"TC",2,18
"175227","48278696-2",68,1.2267046044,2,-7,2,2,1,-1,-1,1,50,"C",2,6
"175238","48282264-1",83,2.6781327627,2,1,2,2,1,-1,2,2,75,"U",1,16
"175272","48287755-1",32,3.1602073879,2,2,2,2,2,-1,-1,2,21,"C",1,2
"175277","48288565-1",44,3.0315174439,2,1,2,2,2,-1,-1,1,55,"U",1,6
"175286","48289704-1",25,10.428996169,2,1,2,1,1,-1,3,2,46,"TC",2,12
"175300","48291471-2",43,17.629084546,2,1,2,1,1,-1,-1,2,51,"U",2,10
"175301","48291613-1",81,10.998732232,2,1,2,2,1,-1,-1,2,50,"S",2,18
"175312","48292674-1",87,2.1664802304,2,1,2,2,1,-1,-1,2,60,"S",1,3
"175322","48293756-2",98,2.5903173223,2,1,2,2,1,-1,-1,1,70,"S",1,4
"175323","48293765-1",11,5.4896147958,2,1,2,2,1,3,-1,2,64,"C",1,8
"175326","48294267-1",73,4.2359669543,2,1,2,2,1,-1,-1,2,41,"TC",2,17
"175345","48301549-3",77,7.1258463954,2,7,2,2,1,-1,-1,1,25,"S",3,17
"175356","48302498-2",19,0.690428163,2,1,2,2,1,-1,2,2,42,"U",2,18
"175367","48303598-3",10,122.55996932,2,1,2,2,1,-1,-1,1,26,"U",3,13
"175379","48305079-2",91,5.1567491366,2,1,2,2,1,2,-1,1,26,"U",2,5
"175380","48305510-1",67,7.4906095125,2,1,2,2,1,-1,2,1,73,"S",1,-8
"175393","48308034-2",33,0.2982164362,2,1,2,2,1,-1,-1,2,59,"TC",1,6
"175398","48308753-1",47,12.140996271,2,1,2,2,1,1,-1,2,77,"C",1,14
"175401","48308865-2",11,7.406687686,2,1,2,2,1,-1,-1,1,71,"C",1,8
"175423","48314026-1",86,7.321484289,2,1,2,2,1,-1,-1,2,82,"C",1,5
"175439","48316897-1",97,5.8679265797,2,1,2,2,1,-1,-1,2,56,"TC",2,17
"175480","48323617-2",84,2.2598742816,2,1,2,2,1,-1,-1,2,52,"S",1,18
"175485","48325312-1",54,30.324240231,2,1,2,2,1,-1,-1,2,53,"TC",2,18
"175505","48329703-3",1,29.437235093,2,1,2,2,1,2,-1,2,18,"TC",2,17
"175509","48329990-2",92,14.100084957,2,1,2,2,1,-1,-1,2,58,"TC",1,11
"175517","48331032-1",8,0.4623765654,2,2,2,2,1,2,-1,1,64,"C",2,12
"175519","48331096-1",4,15.014128493,2,1,2,2,1,-1,-1,2,52,"S",2,17
"175523","48331920-1",58,1.3487735897,2,5,2,2,1,3,-1,2,31,"C",1,9
"175534","48333746-2",61,6.4272075749,2,1,2,2,2,-1,-1,2,54,"TC",1,2
"175543","48335339-2",20,3.9731637323,2,1,2,2,1,-1,-1,2,71,"S",1,8
"175549","48335544-1",12,1.4093110478,2,1,2,1,1,-1,-1,2,34,"TC",2,14
"175553","48335919-1",22,0.7138891545,2,1,2,2,1,-1,-1,2,40,"C",1,16
"175571","48338152-3",64,6.7101049242,2,1,2,2,1,-1,2,2,21,"TC",3,7
"175596","48344144-2",83,11.545171437,2,1,2,2,1,3,-1,2,46,"C",2,4
"175597","48344582-1",9,0.736621293,2,1,2,2,1,-1,-1,2,63,"TC",2,17
"175601","48344658-3",35,2.699414986,2,1,2,2,1,-1,2,1,66,"U",2,10
"175604","48345178-1",95,21.24204618,2,1,2,2,1,3,-1,1,58,"S",1,12
"175637","48352167-1",4,1.0038947172,2,7,2,2,1,-1,2,2,42,"U",2,6
"175639","48352167-3",4,2.0334158803,2,7,2,2,1,-1,-1,2,21,"U",2,6
"175653","48353829-1",85,8.9436352597,2,1,2,2,1,-1,-1,1,81,"C",1,-7
"175660","48356026-1",12,0.3456382089,2,1,2,2,1,-1,2,2,70,"S",3,18
"175673","48356736-2",18,10.233768373,2,1,2,2,1,3,-1,2,59,"TC",1,1
"175683","48359830-1",81,9.8615641325,2,1,2,2,1,-1,-1,2,43,"TC",1,6
"175687","48359858-3",16,1.8256394159,2,1,2,2,1,-1,-1,1,20,"S",3,14
"175688","48359858-4",16,0.3855749237,2,1,2,2,1,-1,-1,1,16,"S",3,14
"175690","48360135-1",60,36.402129556,2,1,2,2,1,3,-1,1,64,"TC",1,18
"175697","48361383-1",63,12.262147806,2,1,2,2,1,3,-1,2,37,"TC",2,18
"175704","48361589-2",27,5.8814937649,2,1,2,2,1,-1,2,1,79,"TC",1,8
"175708","48362867-1",100,7.640762018,2,1,2,2,1,3,-1,1,66,"TC",1,17
"175710","48363109-1",83,2.3925067179,2,1,2,2,1,-1,3,1,74,"S",1,18
"175725","48367116-2",89,1.6000405531,2,1,2,2,1,-1,-1,2,50,"C",2,16
"175752","48370853-1",45,4.8000146341,2,1,2,2,1,3,-1,2,66,"S",1,7
"175757","48371524-2",11,1443.2257028,2,1,2,2,1,-1,-1,1,71,"TC",1,18
"175772","48373005-2",98,5.4363918505,2,1,2,1,1,-1,-1,1,69,"TC",1,15
"175785","48374927-3",81,1.7658938078,2,1,2,2,1,3,-1,1,19,"S",2,12
"175787","48375102-1",95,14.996015586,2,1,2,2,1,-1,-1,2,50,"TC",2,17
"175793","48375634-1",50,49.356507333,2,1,2,1,2,2,-1,2,30,"TC",1,3
"175800","48375803-4",10,6.6441708243,2,1,2,2,1,-1,-1,2,22,"S",1,4
"175803","48375894-1",27,3.3260573535,2,1,2,2,1,-1,3,1,65,"TC",1,7
"175810","48377179-1",9,0.1267200854,2,1,2,2,1,-1,-1,2,32,"C",2,11
"175811","48377179-2",9,0.1267200854,2,1,2,2,1,-1,-1,1,34,"C",2,11
"175833","48382061-1",93,20.156643503,2,1,2,2,1,-1,-1,2,41,"C",1,10
"175835","48382070-1",81,29.455315597,2,1,2,2,1,3,-1,2,32,"TC",2,12
"175844","48383152-1",63,1.2593561859,2,1,2,2,1,3,-1,2,74,"C",1,14
"175851","48384092-2",3,17.663706147,2,1,2,2,1,-1,-1,2,58,"TC",2,10
"175855","48384908-2",42,8.5008514103,2,1,2,2,1,2,-1,2,16,"TC",3,18
"175876","48387851-3",21,12.105911053,2,1,2,2,1,2,-1,2,17,"TC",3,17
"175896","48391399-3",91,2.3054155786,2,1,2,2,1,-1,-1,1,17,"S",2,18
"175903","48393179-1",44,0.6757309222,2,1,2,2,1,3,-1,2,58,"C",2,14
"175926","48396488-2",51,1.2183806813,2,1,2,2,2,-1,-1,1,48,"TC",1,12
"175932","48397038-1",68,3.6717862023,2,1,2,2,1,-1,-1,1,71,"TC",1,7
"175957","48401841-1",4,1.6109174996,2,97,2,2,2,-1,-1,2,44,"U",1,2
"175965","48403069-4",26,8.6061832448,2,2,2,2,1,3,-1,2,20,"S",3,16
"175983","48405063-5",24,3.8653186196,2,2,2,2,1,1,-1,2,22,"U",2,12
"176002","48408354-2",1,6.707090205,2,1,2,2,1,2,-1,1,28,"TC",2,10
"176023","48411112-3",70,11.806828159,2,1,2,2,1,-1,-1,1,18,"C",2,9
"176033","48412753-1",14,1.0121841883,2,1,2,2,1,-1,2,2,39,"S",2,16
"176063","48417516-2",21,0.7293413953,2,1,2,2,1,-1,-1,1,53,"TC",2,11
"176090","48421054-2",31,2.6193889214,2,1,2,2,1,2,-1,1,63,"TC",2,18
"176157","48428718-2",18,2.140541984,2,1,2,2,1,2,-1,2,63,"TC",1,14
"176167","48431642-3",58,10.594094945,2,1,2,1,1,3,-1,2,19,"TC",1,18
"176173","48432809-1",3,5.6490372139,2,1,2,2,1,1,-1,2,84,"S",1,3
"176187","48435024-1",97,3.2527446894,2,1,2,2,1,-1,3,2,68,"U",1,16
"176194","48436786-3",92,2.0832466752,2,1,2,2,1,-1,-1,1,41,"S",2,7
"176212","48439086-2",57,0.2839089912,2,1,2,2,1,-1,-1,2,71,"C",1,16
"176220","48440206-1",38,1.1633943669,2,7,2,2,1,-1,2,2,50,"S",1,6
"176238","48441847-1",70,1.4588321003,2,1,2,2,1,-1,-1,2,51,"U",1,8
"176261","48444400-1",61,3.1771471333,2,1,2,2,1,-1,3,2,36,"U",1,12
"176279","48446954-2",29,8.0358762651,2,1,2,2,1,-1,-1,1,54,"C",2,4
"176282","48447223-1",3,7.3430716143,2,5,2,2,2,-1,3,2,48,"U",1,3
"176294","48449357-1",95,4.2285263343,2,1,2,2,1,-1,-1,2,69,"S",1,6
"176300","48450175-2",81,15.334047302,2,1,2,2,1,-1,-1,2,37,"TC",2,7
"176329","48453970-1",12,10.87646584,2,1,2,2,1,-1,-1,1,57,"S",1,8
"176351","48455581-1",1,11.024702168,2,1,2,1,1,-1,-1,2,35,"TC",2,18
"176384","48459356-1",14,2.6945346508,2,1,2,2,1,-1,-1,2,58,"C",2,16
"176412","48463830-1",47,5.6568221424,2,1,2,2,1,3,-1,2,42,"TC",1,5
"176423","48465357-2",69,3.7590698496,2,1,2,2,1,3,-1,2,45,"TC",2,5
"176428","48466792-3",25,1.2001114712,2,1,2,2,1,-1,-1,2,21,"C",2,8
"176433","48467922-1",92,1.5514946511,2,1,2,2,1,3,-1,2,83,"C",1,3
"176458","48470221-1",10,1.9979724259,2,2,2,2,1,-1,-1,2,51,"C",1,1
"176459","48470931-1",72,4.3643509052,2,1,2,2,1,-1,-1,2,47,"TC",2,12
"176463","48471992-2",85,52.767538816,2,1,2,2,1,3,-1,2,58,"TC",1,10
"176466","48472168-1",54,1.8876716632,2,1,2,2,1,-1,3,2,63,"TC",2,18
"176493","48477172-1",69,2.5513798234,2,1,2,2,1,-1,-1,2,63,"U",1,8
"176496","48477202-3",57,5.4542911851,2,1,2,2,1,2,-1,1,17,"TC",2,17
"176511","48479091-2",66,5.5125576339,2,1,2,2,1,-1,-1,2,64,"C",1,13
"176513","48479372-1",6,6.1642765958,2,1,2,1,1,-1,1,2,34,"C",1,18
"176514","48479493-1",29,10.339158046,2,1,2,1,1,-1,-1,1,57,"C",2,10
"176521","48479701-5",18,0.021388272,2,7,2,2,2,-1,-1,2,18,"U",3,16
"176534","48481188-3",87,18.94187885,2,1,2,2,2,-1,-1,1,41,"TC",1,6
"176543","48483025-3",54,3.8753740946,2,1,2,2,1,-1,-1,1,20,"TC",4,16
"176544","48483025-4",54,1.8259867498,2,1,2,2,1,-1,-1,1,18,"TC",4,16
"176550","48483838-2",53,8.1205397041,2,1,2,2,1,-1,-1,2,43,"TC",3,18
"176551","48483838-3",53,3.343682895,2,1,2,2,1,-1,1,1,18,"TC",3,18
"176561","48486307-1",29,5.5972309015,2,7,2,2,1,-1,1,2,42,"S",1,5
"176574","48488365-3",54,16.152944364,2,1,2,2,1,-1,-1,1,25,"C",4,15
"176582","48489148-1",29,12.779050127,2,1,2,2,1,-1,3,2,56,"S",3,17
"176598","48490685-4",22,10.627459152,2,1,2,2,1,-1,-1,1,56,"TC",3,16
"176600","48491048-2",45,17.288131721,2,1,2,1,1,-1,2,1,68,"TC",1,-7
"176604","48491767-1",92,7.6016386094,2,7,2,2,1,-1,2,2,35,"U",2,14
"176650","48499978-1",34,2.1308530632,2,1,2,1,1,3,-1,2,48,"S",3,16
"176653","48500034-1",29,0.2229843152,2,1,2,2,1,3,-1,2,53,"S",2,18
"176663","48501200-1",10,5.4955322122,2,1,2,2,1,-1,-1,2,40,"U",2,17
"176687","48504434-2",81,8.8200313911,2,1,2,2,1,-1,-1,2,45,"S",2,14
"176696","48504966-2",74,5.5855668483,2,1,2,2,1,-1,-1,2,65,"TC",1,10
"176699","48505178-3",12,15.361891205,2,3,2,2,1,-1,-1,2,21,"S",3,18
"176720","48507163-1",41,2.3811072954,2,1,2,2,1,-1,2,2,50,"TC",2,14
"176726","48508692-2",17,0.9657263122,2,1,2,2,1,-1,-1,2,63,"C",2,14
"176741","48512550-2",25,1.6971869128,2,1,2,2,1,1,-1,2,43,"S",2,18
"176750","48514778-2",5,4.2512540591,2,1,2,2,1,-1,-1,1,16,"S",2,18
"176754","48515533-1",21,35.300305748,2,1,2,2,1,3,-1,1,52,"TC",2,14
"176755","48515533-2",21,35.300305748,2,1,2,2,1,-1,-1,2,47,"TC",2,14
"176770","48517706-1",97,6.9981810046,2,1,2,2,1,-1,-1,2,54,"TC",3,7
"176772","48517706-3",97,4.5618320916,2,1,2,2,1,2,-1,1,67,"TC",3,7
"176776","48518187-1",72,7.3455386014,2,97,2,2,1,-1,-1,1,71,"C",1,10
"176778","48518486-1",4,1.4658091342,2,1,2,2,1,3,-1,2,55,"TC",1,17
"176783","48518833-1",9,49.97738233,2,1,2,1,1,-1,-1,1,67,"C",1,8
"176805","48520470-4",75,31.315020275,2,1,2,2,1,-1,-1,2,16,"TC",3,17
"176818","48523565-1",18,0.9616591268,2,3,2,1,1,-1,-1,1,30,"C",1,3
"176821","48523574-2",22,2.6240036648,2,1,2,2,1,1,-1,2,42,"C",2,10
"176833","48527107-1",82,7.4256673103,2,1,2,2,1,3,-1,1,55,"S",2,9
"176857","48530433-2",39,0.2840192157,2,1,2,2,1,-1,-1,1,69,"TC",1,-8
"176877","48536163-1",70,7.0744089611,2,1,2,2,1,3,-1,2,56,"TC",3,18
"176889","48538886-1",76,6.1950641055,2,1,2,2,1,-1,-1,1,72,"TC",1,9
"176892","48539557-2",59,14.764269282,2,1,2,2,1,-1,-1,2,25,"TC",2,7
"176909","48542931-1",63,5.5755876428,2,1,2,2,1,-1,-1,2,78,"C",1,5
"176925","48544542-2",28,1.7413529856,2,1,2,2,1,-1,2,2,42,"TC",2,17
"176932","48546247-1",42,12.517407982,2,1,2,2,1,3,-1,2,40,"TC",3,12
"176949","48549118-2",28,0.2242055814,2,3,2,2,1,-1,-1,1,39,"C",2,11
"176992","48553647-1",3,9.7702399349,2,1,2,2,1,3,-1,2,40,"TC",3,16
"176994","48553647-3",3,10.937960407,2,1,2,2,1,-1,-1,2,17,"TC",3,16
"177000","48554916-3",1,7.8247235133,2,1,2,2,1,2,-1,1,22,"S",3,18
"177023","48558400-3",29,3.6163641891,2,1,2,2,1,2,-1,2,17,"TC",3,16
"177025","48558530-2",82,1.0550903165,2,1,2,2,1,1,-1,2,68,"TC",1,10
"177050","48561820-3",84,10.101376867,2,1,2,2,1,-1,-1,2,26,"TC",2,6
"177069","48565248-1",75,0.3730208348,2,1,2,2,1,-1,3,2,68,"U",1,18
"177085","48567738-1",29,10.392608367,2,1,2,2,1,-1,-1,2,47,"TC",1,10
"177102","48569200-1",76,6.0046942578,2,1,2,2,1,-1,-1,1,21,"TC",2,18
"177118","48571829-1",67,8.0692803782,2,1,2,2,1,-1,-1,2,66,"TC",1,6
"177122","48574446-1",22,18.250323963,2,1,2,2,1,-1,2,2,47,"S",3,17
"177136","48577540-1",39,3.2881540555,2,2,2,2,1,-1,3,1,61,"S",2,18
"177139","48577625-1",84,10.288798376,2,1,2,2,1,2,-1,2,53,"TC",1,18
"177145","48579450-1",1,4.7774171526,2,1,2,2,1,-1,-1,2,46,"S",1,9
"177170","48581994-4",37,6.876637573,2,1,2,2,1,-1,-1,1,20,"TC",5,18
"177171","48581994-5",37,6.876637573,2,1,2,2,1,-1,-1,2,17,"TC",5,18
"177178","48583439-1",55,3.5324347015,2,1,2,2,1,3,-1,1,69,"TC",2,9
"177179","48583439-2",55,3.5324347015,2,1,2,2,1,-1,-1,2,65,"TC",2,9
"177180","48583831-1",79,6.1191114761,2,1,2,2,1,2,-1,2,40,"C",2,15
"177194","48586092-1",41,5.1406865381,2,1,2,2,1,-1,-1,2,69,"TC",3,4
"177200","48586403-1",52,63.328764984,2,1,2,2,1,-1,-1,2,55,"TC",1,17
"177202","48586449-1",18,12.013597364,2,1,2,2,1,3,-1,1,62,"TC",1,12
"177240","48590240-2",16,11.299148795,2,1,2,2,1,-1,-1,2,63,"TC",2,10
"177243","48591108-2",36,7.2905002721,2,1,2,2,1,-1,-1,1,65,"TC",1,10
"177300","48598134-1",10,17.544186652,2,1,2,2,1,3,-1,2,58,"TC",1,6
"177310","48598956-1",35,7.7022475357,2,1,2,2,1,-1,-1,2,42,"TC",2,17
"177316","48599243-1",21,0.4313114203,2,1,2,2,1,2,-1,2,80,"TC",1,4
"177325","48599391-2",64,2.4948431431,2,1,2,2,1,-1,2,2,26,"S",2,8
"177329","48599793-3",76,0.6571398699,2,1,2,2,1,-1,-1,2,41,"TC",2,18
"177339","48603177-2",1,0.1895374481,2,1,2,2,1,-1,-1,1,28,"U",1,5
"177342","48604026-3",51,17.979019058,2,1,2,2,1,-1,-1,2,21,"TC",4,12
"177343","48604026-4",51,1.7840814859,2,1,2,2,1,-1,-1,1,17,"TC",4,12
"177345","48604222-1",10,2.3686729352,2,1,2,2,1,2,-1,1,78,"U",1,9
"177362","48608882-1",2,6.0879459679,2,1,2,2,1,-1,-1,2,37,"TC",1,18
"177364","48610166-1",40,1.7253477343,2,1,2,1,1,3,-1,2,69,"TC",1,6
"177378","48611275-2",75,29.78809132,2,1,2,1,1,-1,-1,1,61,"TC",2,18
"177392","48615264-3",63,2.7419701558,2,1,2,2,1,-1,-1,1,18,"S",3,10
"177398","48615451-1",62,3.0741956419,2,2,2,2,1,3,-1,1,50,"C",1,9
"177437","48621489-3",36,6.9444782745,2,1,2,2,1,-1,-1,1,21,"C",3,16
"177445","48623184-1",20,13.293510195,2,1,2,2,1,-1,2,1,67,"TC",2,16
"177446","48623184-2",20,13.293510195,2,1,2,2,1,-1,-1,2,65,"TC",2,16
"177448","48625740-2",22,2.118858568,2,1,2,2,1,2,-1,2,22,"S",3,18
"177449","48625740-3",22,2.2738990595,2,1,2,2,1,-1,-1,1,19,"S",3,18
"177463","48629364-1",70,0.8573778828,2,1,2,1,1,-1,1,2,57,"C",2,18
"177464","48629364-2",70,3.8381447348,2,1,2,2,1,-1,-1,1,71,"C",2,18
"177465","48630397-1",29,4.7072414473,2,1,2,1,1,2,-1,2,61,"TC",2,17
"177474","48631545-1",98,1.9427238959,2,1,2,2,1,3,-1,2,48,"TC",2,17
"177490","48633213-1",35,0.1229770068,2,1,2,2,1,-1,-1,2,47,"TC",3,12
"177492","48633213-3",35,0.1229770068,2,1,2,2,1,-1,-1,1,18,"TC",3,12
"177499","48634498-1",63,5.1471907913,2,1,2,1,1,3,-1,2,42,"TC",2,12
"177501","48634498-3",63,4.194841858,2,1,2,2,1,2,-1,2,17,"TC",2,12
"177559","48644974-3",83,8.3308185449,2,1,2,2,1,-1,-1,1,18,"TC",2,8
"177572","48646521-2",78,5.3094813898,2,1,2,1,1,3,-1,2,60,"TC",1,15
"177607","48651374-4",69,0.6966549392,2,1,2,2,1,-1,-1,2,21,"C",4,17
"177623","48654432-1",84,1.427732064,2,2,2,2,1,-1,-1,2,67,"S",1,3
"177636","48655804-2",58,9.2431975281,2,3,2,2,1,-1,-1,2,52,"S",2,12
"177640","48656173-2",55,4.460561665,2,2,2,2,1,-1,-1,1,72,"S",1,6
"177644","48657460-2",31,2.9780356483,2,1,2,2,1,-1,-1,2,19,"S",2,-7
"177645","48657460-3",31,2.9780356483,2,1,2,2,2,-1,-1,1,18,"S",2,-7
"177646","48657488-1",7,14.234136637,2,1,2,2,1,3,-1,2,55,"TC",1,8
"177650","48658551-1",24,2.379213411,2,1,2,2,1,-1,-1,2,57,"C",2,18
"177672","48661364-2",20,4.1694572483,2,1,2,1,1,-1,1,2,39,"U",2,18
"177674","48661711-1",70,11.191206751,2,1,2,2,1,-1,2,1,77,"U",1,-7
"177680","48662558-1",98,5.1366780547,2,1,2,1,1,-1,-1,2,50,"TC",1,18
"177683","48662772-2",4,3.7781930478,2,1,2,2,1,2,-1,2,33,"S",2,15
"177696","48664721-3",59,1.8803397397,2,1,2,2,1,3,-1,2,18,"S",2,18
"177707","48666275-2",37,13.014760921,2,1,2,2,1,-1,-1,1,76,"TC",1,3
"177726","48668493-2",14,0.3267155683,2,1,2,2,2,-1,-1,1,69,"C",1,2
"177733","48669089-1",29,25.439346514,2,1,2,1,1,3,-1,2,49,"TC",1,17
"177756","48674618-1",19,2.4558411105,2,1,2,2,1,2,-1,2,57,"TC",1,17
"177767","48676274-2",38,8.0818769475,2,4,2,2,1,-1,-1,1,61,"TC",2,17
"177793","48681447-2",33,8.2026723019,2,1,2,2,1,3,-1,2,39,"TC",2,5
"177800","48681924-1",15,7.2306993314,2,1,2,2,1,-1,-1,2,34,"U",2,17
"177804","48682695-1",35,6.6296321605,2,3,2,2,1,2,-1,1,53,"TC",2,10
"177835","48689274-1",41,7.6699772538,2,1,2,2,1,-1,-1,2,49,"S",2,12
"177836","48689274-3",41,1.462187741,2,1,2,2,2,-1,-1,1,19,"S",2,12
"177853","48690412-2",55,0.7640484008,2,1,2,2,1,-1,-1,1,65,"S",1,8
"177859","48691192-3",83,1.0291978726,2,1,2,2,1,-1,-1,1,18,"TC",3,15
"177864","48691642-2",7,2.6381075966,2,1,2,2,1,-1,-1,1,76,"TC",1,10
"177870","48692461-1",72,53.03575516,2,1,2,2,1,-1,-1,2,67,"TC",1,4
